name,Company,Car,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,selling_price
Hyundai Grand i10 1.2 CRDi Sportz,Hyundai,Hyundai Grand i10,2017,56290,Diesel,Dealer,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5,450000
BMW X4 M Sport X xDrive20d,BMW,BMW X4 M,2019,7500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5,5400000
BMW X4 M Sport X xDrive20d,BMW,BMW X4 M,2019,8500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5,5500000
Honda Amaze V CVT Petrol BSIV,Honda,Honda Amaze V,2019,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5,779000
Skoda Rapid 1.6 MPI AT Elegance,Skoda,Skoda Rapid 1.6,2016,11000,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5,645000
Volvo V40 D3 R-Design,Volvo,Volvo V40 D3,2018,2000,Diesel,Dealer,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5,2475000
Maruti Swift Dzire VDI,Maruti,Maruti Swift Dzire,2014,120000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,420000
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,Maruti,Maruti S-Cross 2017-2020,2018,35000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,899000
Datsun GO T Petrol,Datsun,Datsun GO T,2019,35000,Petrol,Individual,Manual,First Owner,19.83 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm,5,459999
Hyundai Verna CRDi SX ABS,Hyundai,Hyundai Verna CRDi,2008,120000,Diesel,Individual,Manual,Second Owner,18.1 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5,150000
Renault KWID 1.0 RXT Optional,Renault,Renault KWID 1,2017,25000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5,350000
Toyota Etios GD,Toyota,Toyota Etios GD,2015,100000,Diesel,Individual,Manual,Second Owner,23.59 kmpl,1364 CC,67.05 bhp,170Nm@ 1800-2400rpm,5,509999
Mahindra Bolero 2011-2019 Plus Non AC,Mahindra,Mahindra Bolero 2011-2019,2013,120000,Diesel,Individual,Manual,Third Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1440-2200rpm,9,500000
Tata Zest Revotron 1.2 XT,Tata,Tata Zest Revotron,2017,35000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5,370000
Maruti Alto K10 2010-2014 VXI,Maruti,Maruti Alto K10,2013,44000,Petrol,Individual,Manual,Second Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,240000
Hyundai i20 Asta 1.4 CRDi,Hyundai,Hyundai i20 Asta,2015,100000,Diesel,Individual,Manual,Second Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5,530000
Mahindra Scorpio S10 7 Seater,Mahindra,Mahindra Scorpio S10,2015,133000,Diesel,Individual,Manual,Second Owner,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7,1000000
Toyota Innova Crysta 2.4 VX MT BSIV,Toyota,Toyota Innova Crysta,2018,35000,Diesel,Individual,Manual,Second Owner,13.68 kmpl,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,7,1600000
Hyundai i10 Sportz,Hyundai,Hyundai i10 Sportz,2014,64000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5,350000
Mahindra XUV500 AT W10 FWD,Mahindra,Mahindra XUV500 AT,2015,70000,Diesel,Individual,Automatic,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,1100000
Hyundai i20 1.2 Magna,Hyundai,Hyundai i20 1.2,2011,70000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5,220000
Hyundai Grand i10 Sportz,Hyundai,Hyundai Grand i10,2015,100000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5,350000
Maruti Swift LDI,Maruti,Maruti Swift LDI,2013,90000,Diesel,Individual,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,370000
Maruti Swift Dzire VXi,Maruti,Maruti Swift Dzire,2014,50000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm,5,220000
Chevrolet Sail Hatchback LT ABS,Chevrolet,Chevrolet Sail Hatchback,2013,80000,Diesel,Individual,Manual,First Owner,22.1 kmpl,1248 CC,76.9 bhp,205Nm@ 1750rpm,5,200000
Mahindra KUV 100 mFALCON D75 K4,Mahindra,Mahindra KUV 100,2017,50000,Diesel,Individual,Manual,First Owner,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6,400000
Fiat Grande Punto 1.4 Emotion,Fiat,Fiat Grande Punto,2009,55000,Petrol,Individual,Manual,First Owner,14.6 kmpl,1368 CC,88.7 bhp,115Nm@ 4500rpm,5,150000
Toyota Innova Crysta 2.7 GX AT 8 STR,Toyota,Toyota Innova Crysta,2020,40000,Petrol,Individual,Automatic,First Owner,10.75 kmpl,2694 CC,163.7 bhp,245Nm@ 4000rpm,8,1500000
Maruti Omni 5 Seater BSIV,Maruti,Maruti Omni 5,2011,70000,Petrol,Individual,Manual,Second Owner,14.0 kmpl,796 CC,35 bhp,6.1kgm@ 3000rpm,5,130000
Maruti Alto 800 LXI,Maruti,Maruti Alto 800,2013,80000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5,185000
Hyundai Santro Xing (Non-AC),Hyundai,Hyundai Santro Xing,2010,80000,Petrol,Individual,Manual,Second Owner,0.0 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5,110000
Mahindra Bolero 2011-2019 SLX,Mahindra,Mahindra Bolero 2011-2019,2012,120000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7,450000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai,Hyundai Grand i10,2018,20000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5,500000
Ford EcoSport 1.5 Petrol Ambiente BSIV,Ford,Ford EcoSport 1.5,2017,31596,Petrol,Dealer,Manual,First Owner,17.0 kmpl,1497 CC,121.36 bhp,150Nm@ 4500rpm,5,570000
Mahindra XUV500 W6 2WD,Mahindra,Mahindra XUV500 W6,2013,85710,Diesel,Dealer,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,650000
Toyota Fortuner 3.0 Diesel,Toyota,Toyota Fortuner 3,2012,129627,Diesel,Dealer,Manual,First Owner,11.5 kmpl,2982 CC,171 bhp,343Nm@ 1400-3400rpm,7,1680000
Datsun RediGO T Option,Datsun,Datsun RediGO T,2018,10000,Petrol,Individual,Manual,First Owner,22.7 kmpl,799 CC,53.64 bhp,72Nm@ 4386rpm,5,250000
Hyundai i10 Sportz,Hyundai,Hyundai i10 Sportz,2014,15000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5,320000
Maruti Wagon R AMT VXI,Maruti,Maruti Wagon R,2017,35000,Petrol,Individual,Automatic,First Owner,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm,5,440000
Hyundai i20 Sportz 1.2,Hyundai,Hyundai i20 Sportz,2013,49000,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5,315000
Hyundai Santro Xing ABS,Hyundai,Hyundai Santro Xing,2007,70000,Petrol,Individual,Manual,Third Owner,,,,,,100000
Tata Manza Aura Quadrajet,Tata,Tata Manza Aura,2010,158000,Diesel,Individual,Manual,First Owner,18.8 kmpl,1248 CC,90 bhp,200Nm@ 1750-3000rpm,5,202999
Hyundai EON Era,Hyundai,Hyundai EON Era,2012,30000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,179000
Hyundai i10 Magna 1.2 iTech SE,Hyundai,Hyundai i10 Magna,2008,60000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5,140000
Maruti Zen Estilo 1.1 LXI BSIII,Maruti,Maruti Zen Estilo,2008,40000,Petrol,Individual,Manual,Second Owner,18.2 kmpl,1061 CC,64 bhp,84Nm@ 3500rpm,5,150000
Mahindra Bolero SLX,Mahindra,Mahindra Bolero SLX,2011,60000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7,440000
Ford Figo Diesel EXI,Ford,Ford Figo Diesel,2011,55130,Diesel,Dealer,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5,250000
Maruti Wagon R VXI BS IV,Maruti,Maruti Wagon R,2014,22000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,330000
Ford Figo Petrol ZXI,Ford,Ford Figo Petrol,2010,48000,Petrol,Individual,Manual,First Owner,15.6 kmpl,1196 CC,70 bhp,102Nm@ 4000rpm,5,250000
Hyundai i20 Magna,Hyundai,Hyundai i20 Magna,2012,45000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5,335000
Mahindra XUV500 W4,Mahindra,Mahindra XUV500 W4,2016,22522,Diesel,Dealer,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,1025000
Hyundai i20 1.2 Magna,Hyundai,Hyundai i20 1.2,2012,51856,Petrol,Dealer,Manual,Third Owner,18.5 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5,320000
Maruti Ciaz RS ZXi Plus,Maruti,Maruti Ciaz RS,2015,29434,Petrol,Individual,Manual,First Owner,20.73 kmpl,1373 CC,91.1 bhp,130Nm@ 4000rpm,5,550000
Honda WR-V i-DTEC VX,Honda,Honda WR-V i-DTEC,2018,25000,Diesel,Individual,Manual,First Owner,25.5 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5,800000
Tata Tiago 1.2 Revotron XZ,Tata,Tata Tiago 1.2,2017,28000,Petrol,Individual,Manual,Second Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5,380000
Renault Duster 85PS Diesel RxL Optional,Renault,Renault Duster 85PS,2013,44500,Diesel,Individual,Manual,Second Owner,20.46 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5,400000
Maruti Wagon R VXI BS IV,Maruti,Maruti Wagon R,2016,34500,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,375000
Honda City i-VTEC CVT ZX,Honda,Honda City i-VTEC,2017,20000,Petrol,Individual,Automatic,First Owner,18.0 kmpl,1497 CC,117.6 bhp,145Nm@ 4600rpm,5,1100000
Hyundai i20 1.2 Spotz,Hyundai,Hyundai i20 1.2,2018,15000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,650000
Nissan Micra XV CVT,Nissan,Nissan Micra XV,2014,26000,Petrol,Individual,Automatic,First Owner,19.34 kmpl,1198 CC,76 bhp,104Nm@ 4400rpm,5,361000
Hyundai EON D Lite Plus,Hyundai,Hyundai EON D,2012,20000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,140000
Hyundai Xcent 1.2 VTVT S,Hyundai,Hyundai Xcent 1.2,2019,3000,Petrol,Individual,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5,550000
Honda Amaze VX Petrol BSIV,Honda,Honda Amaze VX,2019,20000,Petrol,Individual,Manual,First Owner,19.5 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5,670000
Maruti Vitara Brezza ZDi Plus,Maruti,Maruti Vitara Brezza,2017,25000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,880000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,Ford,Ford EcoSport 1.5,2018,35000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5,950000
Chevrolet Cruze LTZ,Chevrolet,Chevrolet Cruze LTZ,2010,60000,Diesel,Individual,Manual,First Owner,18.3 kmpl,1991 CC,147.9 bhp,327Nm@ 2600rpm,5,300000
Honda City i-VTEC CVT VX,Honda,Honda City i-VTEC,2017,6825,Petrol,Individual,Automatic,First Owner,18.0 kmpl,1497 CC,117.6 bhp,145Nm@ 4600rpm,5,1150000
Chevrolet Cruze LTZ AT,Chevrolet,Chevrolet Cruze LTZ,2015,155000,Diesel,Individual,Automatic,First Owner,14.81 kmpl,1998 CC,163.7 bhp,360Nm@ 2000rpm,5,450000
Maruti Eeco CNG 5 Seater AC BSIV,Maruti,Maruti Eeco CNG,2018,50000,CNG,Individual,Manual,First Owner,21.94 km/kg,1196 CC,61.7 bhp,85Nm@ 3000rpm,5,375000
Maruti Ertiga BSIV VXI,Maruti,Maruti Ertiga BSIV,2016,13500,Petrol,Individual,Manual,First Owner,17.5 kmpl,1373 CC,91.1 bhp,130Nm@ 4000rpm,7,600000
Toyota Innova 2.5 V Diesel 8-seater,Toyota,Toyota Innova 2.5,2008,260000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8,700000
Hyundai Xcent 1.2 CRDi S,Hyundai,Hyundai Xcent 1.2,2018,65000,Diesel,Individual,Manual,First Owner,25.4 kmpl,1186 CC,73.97 bhp,190.25nm@ 1750-2250rpm,5,600000
Mahindra Xylo H9,Mahindra,Mahindra Xylo H9,2014,95000,Diesel,Individual,Manual,Second Owner,14.02 kmpl,2179 CC,118.3 bhp,280Nm@ 2400-2800rpm,8,630000
Maruti Ciaz ZXi,Maruti,Maruti Ciaz ZXi,2016,40000,Petrol,Individual,Manual,Second Owner,20.73 kmpl,1373 CC,91.1 bhp,130Nm@ 4000rpm,5,590000
Hyundai Santro Era,Hyundai,Hyundai Santro Era,2019,30000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1086 CC,68 bhp,99Nm@ 4500rpm,5,420000
Mitsubishi Pajero Sport 4X4 Dual Tone,Mitsubishi,Mitsubishi Pajero Sport,2016,120000,Diesel,Individual,Manual,First Owner,13.5 kmpl,2477 CC,175.56 bhp,400Nm@ 2000-2500rpm,7,1950000
Tata New Safari Dicor EX 4X2 BS IV,Tata,Tata New Safari,2013,112011,Diesel,Individual,Manual,First Owner,13.93 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7,541000
Toyota Innova 2.5 G (Diesel) 7 Seater,Toyota,Toyota Innova 2.5,2015,125000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,7,900000
Toyota Innova 2.5 G (Diesel) 7 Seater,Toyota,Toyota Innova 2.5,2015,125000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,7,900000
Tata Manza Aura Quadrajet,Tata,Tata Manza Aura,2009,43000,Diesel,Individual,Manual,First Owner,18.8 kmpl,1248 CC,90 bhp,200Nm@ 1750-3000rpm,5,250000
Mahindra Bolero 2011-2019 SLE,Mahindra,Mahindra Bolero 2011-2019,2019,53534,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7,670000
Tata Tigor 2017-2020 XZ Plus,Tata,Tata Tigor 2017-2020,2019,20000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1199 CC,83.81 bhp,114Nm@ 3500rpm,5,530000
Chevrolet Beat Diesel LT,Chevrolet,Chevrolet Beat Diesel,2012,70000,Diesel,Individual,Manual,Second Owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5,150000
Mahindra XUV500 W8 2WD,Mahindra,Mahindra XUV500 W8,2013,70000,Diesel,Individual,Manual,Third Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,550000
Mahindra Scorpio 1.99 S4 Plus,Mahindra,Mahindra Scorpio 1.99,2015,150000,Diesel,Individual,Manual,First Owner,15.4 kmpl,1997 CC,120 bhp,280Nm@ 1800-2800rpm,7,650000
Tata Indica Vista TDI LX,Tata,Tata Indica Vista,2012,100000,Diesel,Individual,Manual,Second Owner,19.4 kmpl,1405 CC,70 bhp,135.4Nm@ 2500rpm,5,180000
Mahindra Thar 4X4,Mahindra,Mahindra Thar 4X4,2015,50000,Diesel,Individual,Manual,First Owner,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,7,585000
Hyundai i20 Magna,Hyundai,Hyundai i20 Magna,2013,120000,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5,345000
Maruti Swift VDI,Maruti,Maruti Swift VDI,2013,110000,Diesel,Individual,Manual,Third Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,350000
Honda BRV i-VTEC V MT,Honda,Honda BRV i-VTEC,2016,140000,Petrol,Individual,Manual,First Owner,15.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,7,725000
Tata Venture EX 7 Str,Tata,Tata Venture EX,2012,120000,Diesel,Individual,Manual,First Owner,15.42 kmpl,1405 CC,70 bhp,135Nm@ 2500rpm,7,250000
Maruti 800 AC,Maruti,Maruti 800 AC,2002,70000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4,45000
Toyota Innova 2.5 E Diesel MS 8-seater,Toyota,Toyota Innova 2.5,2007,248119,Diesel,Individual,Manual,Fourth & Above Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8,409999
Renault KWID 1.0 RXT Optional,Renault,Renault KWID 1,2017,16500,Petrol,Individual,Manual,Second Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5,325000
Maruti Alto K10 VXI,Maruti,Maruti Alto K10,2016,9900,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5,350000
Maruti Alto LXi,Maruti,Maruti Alto LXi,2012,80000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5,180000
Fiat Linea Emotion,Fiat,Fiat Linea Emotion,2010,100000,Petrol,Individual,Manual,Second Owner,16.0 kmpl,1368 CC,90 bhp,115Nm@ 4500rpm,5,150000
Maruti Dzire ZXI,Maruti,Maruti Dzire ZXI,2020,20000,Petrol,Individual,Manual,First Owner,23.26 kmpl,1197 CC,88.50 bhp,113nm@ 4400rpm,5,700000
Maruti Ciaz ZDi Plus SHVS,Maruti,Maruti Ciaz ZDi,2016,90000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,795000
Mahindra Thar CRDe,Mahindra,Mahindra Thar CRDe,2019,15000,Diesel,Individual,Manual,First Owner,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,6,950000
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Volkswagen,Volkswagen Vento 1.5,2018,75000,Diesel,Individual,Automatic,First Owner,21.5 kmpl,1498 CC,108.5 bhp,250Nm@ 1500-3000rpm,5,885000
Maruti Ritz LDi,Maruti,Maruti Ritz LDi,2011,140000,Diesel,Individual,Manual,First Owner,21.1 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5,160000
Hyundai i20 1.4 CRDi Asta,Hyundai,Hyundai i20 1.4,2012,120000,Diesel,Individual,Manual,Second Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5,300000
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Volkswagen,Volkswagen Vento 1.5,2018,75000,Diesel,Individual,Automatic,First Owner,21.5 kmpl,1498 CC,108.5 bhp,250Nm@ 1500-3000rpm,5,950000
Maruti Ertiga VDI,Maruti,Maruti Ertiga VDI,2015,90000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7,549000
Audi A3 35 TDI Premium Plus,Audi,Audi A3 35,2018,20000,Diesel,Individual,Automatic,First Owner,20.38 kmpl,1968 CC,143 bhp,320Nm@ 1750-3000rpm,5,3000000
Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,Toyota Innova 2.5,2015,61000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7,1200000
Renault Fluence Diesel E4,Renault,Renault Fluence Diesel,2012,100000,Diesel,Individual,Manual,Second Owner,21.8 kmpl,1461 CC,78 bhp,240Nm@ 2000rpm,5,570000
Mahindra Thar CRDe,Mahindra,Mahindra Thar CRDe,2017,60000,Diesel,Individual,Manual,Second Owner,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,6,800000
Hyundai Verna CRDi SX ABS,Hyundai,Hyundai Verna CRDi,2009,100000,Diesel,Individual,Manual,First Owner,18.1 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5,375000
Mahindra Bolero SLX,Mahindra,Mahindra Bolero SLX,2009,170000,Diesel,Individual,Manual,Third Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7,300000
Toyota Etios G,Toyota,Toyota Etios G,2013,100000,Petrol,Individual,Manual,Second Owner,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm,5,350000
Mahindra Bolero SLX,Mahindra,Mahindra Bolero SLX,2011,120000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7,400000
Volkswagen Polo 1.5 TDI Comfortline,Volkswagen,Volkswagen Polo 1.5,2015,50000,Diesel,Individual,Manual,First Owner,20.14 kmpl,1498 CC,88.8 bhp,230Nm@ 1500-2500rpm,5,434999
Toyota Etios Liva G,Toyota,Toyota Etios Liva,2012,120000,Petrol,Individual,Manual,Second Owner,,,,,,200000
Maruti Alto 800 LXI,Maruti,Maruti Alto 800,2015,25000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5,260000
Maruti Swift VDI,Maruti,Maruti Swift VDI,2013,24019,Diesel,Individual,Manual,First Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,450000
Hyundai Verna 1.6 SX,Hyundai,Hyundai Verna 1.6,2013,80000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5,459999
Maruti Ritz VDi ABS,Maruti,Maruti Ritz VDi,2011,100000,Diesel,Individual,Manual,Second Owner,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm,5,210000
Maruti Swift Dzire VXI,Maruti,Maruti Swift Dzire,2015,93000,Petrol,Individual,Manual,Second Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5,540000
Maruti Ertiga SHVS VDI,Maruti,Maruti Ertiga SHVS,2017,50000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7,710000
Maruti Alto 800 VXI,Maruti,Maruti Alto 800,2018,22000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5,285000
Hyundai Creta 1.4 E Plus,Hyundai,Hyundai Creta 1.4,2019,19600,Diesel,Individual,Manual,First Owner,22.1 kmpl,1396 CC,88.7 bhp,219.7Nm@ 1500-2750rpm,5,990000
Tata Indigo CS eGLS BS IV,Tata,Tata Indigo CS,2017,104000,Petrol,Individual,Manual,First Owner,15.64 kmpl,1193 CC,64.1 bhp,100Nm@ 2700rpm,5,362000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,Ford,Ford EcoSport 1.5,2017,33000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5,880000
Mahindra TUV 300 mHAWK100 T8,Mahindra,Mahindra TUV 300,2017,60000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7,700000
Mahindra Bolero 2011-2019 DI - AC BS III,Mahindra,Mahindra Bolero 2011-2019,2016,60000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9,600000
Nissan Terrano XL,Nissan,Nissan Terrano XL,2015,40000,Petrol,Individual,Manual,First Owner,13.24 kmpl,1598 CC,102.5 bhp,145Nm@ 3750rpm,5,700000
Tata Tiago 1.05 Revotorq XT,Tata,Tata Tiago 1.05,2016,60000,Diesel,Individual,Manual,First Owner,27.28 kmpl,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5,400000
Hyundai Accent Executive LPG,Hyundai,Hyundai Accent Executive,2010,80000,LPG,Individual,Manual,First Owner,13.2 km/kg,1495 CC,93.7 bhp,124.5Nm@ 3500rpm,5,165000
Toyota Innova 2.5 V Diesel 8-seater,Toyota,Toyota Innova 2.5,2007,376412,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8,350000
Maruti Ertiga VXI,Maruti,Maruti Ertiga VXI,2014,80000,Petrol,Individual,Manual,Third Owner,16.02 kmpl,1373 CC,93.7 bhp,130Nm@ 4000rpm,7,425000
Hyundai Santro Xing GL Plus,Hyundai,Hyundai Santro Xing,2012,70000,Petrol,Individual,Manual,First Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5,180000
Maruti Alto K10 2010-2014 VXI,Maruti,Maruti Alto K10,2012,90000,Petrol,Individual,Manual,Third Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,170000
Mahindra Bolero 2011-2019 DI NON AC BS III White,Mahindra,Mahindra Bolero 2011-2019,2014,183000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9,370000
Maruti Vitara Brezza VDi,Maruti,Maruti Vitara Brezza,2018,27000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,800000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,Ford,Ford EcoSport 1.5,2017,35000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5,900000
Maruti Swift VDI,Maruti,Maruti Swift VDI,2013,120000,Diesel,Individual,Manual,First Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,390000
